id,group
sungkono sadikin,Orang
adjie rustam ramdja,Orang
sidharta prawira oetama,Orang
hardianto soefajin ,Orang
rifany taufik,Orang
dbssg s/a nusantara fmcg limiteddbssg s/a nusantara fmcg limited,Orang
pt kino investindo,Orang
KIOS,Perusahaan
rahma arisanti,Orang
andrew,Orang
ornela bartin sutan giri,Orang
roby tan,Orang
halim wahyudi,Orang
viperi limiardi,Orang
hendrikus passagi,Orang
reginald trisna,Orang
"drs. hendrikus passagi, msc",Orang
selfi fajarwati,Orang
megawati,Orang
pt artav mobile indonesia,Orang
KJEN,Perusahaan
farida sulistyorini,Orang
sunarto,Orang
farida sulistyorini  ,Orang
alwie handoyo,Orang
dewi prasetyaningsih,Orang
rahmat sukendar,Orang
raimon,Orang
pt grafindo karya nusantara,Orang
reksadana narada saham indonesia,Orang
petrus daruyanni,Orang
allen suryadipura widjaja,Orang
valentina kusumawati widjaja,Orang
inggrid kartikawakti widjaja,Orang
KKGI,Perusahaan
leny siau ching,Orang
pintarso adijanto,Orang
bambang prijonohadi ,Orang
wimpi salim,Orang
winanto,Orang
agoes soegiarto soeparman,Orang
ge luiyanto yamin,Orang
suria martara tjahaja,Orang
"chang hyun,  lee",Orang
suparno adijanto,Orang
"eddy salimah, mba ( eksternal )",Orang
ubs ag singapore non-treaty omnibus account - 2091144090 ,Orang
ubp sg-energy collier private limited ,Orang
pt sejahterah jaya cita,Orang
"lx international ( spore) pte, ltd",Orang
"hendro martowardojo, drs ",Orang
pintarso adijanto ,Orang
wimpi salim ,Orang
KLBF,Perusahaan
lukito kurniawan gozali,Orang
vidjongtius,Orang
sie djohan,Orang
bernadus karmin winata,Orang
mulialie,Orang
bernadette ruth irawati setaidy 	,Orang
santoso oen,Orang
ferdinand aryanto,Orang
ronny hadiana,Orang
lilis halim,Orang
adi harsono,Orang
haryo suparmun ,Orang
dianawati sugiarto ,Orang
"bina arta charisma, pt",Orang
"gira sole prima, pt",Orang
"ladang ira panen, pt",Orang
"lucasta murni cemerlang, pt",Orang
"diptanala bahana, pt",Orang
"santa seha sanadi, pt ",Orang
b. r. irawati setiady,Orang
KMDS,Perusahaan
sarrah jessica hidayat,Orang
dion amaury,Orang
laurens nagajaya,Orang
tjiang lien ang,Orang
sugeng suwignjo,Orang
enia carlita,Orang
pt miki ojisan indomitra,Orang
maria lie,Orang
KMTR,Perusahaan
ferry sidik,Orang
martinus subandi sinarya,Orang
jenny widjaja,Orang
"ling, chan yew",Orang
achmad effendi,Orang
hendy endarwan,Orang
sandana dass,Orang
"wang, jin",Orang
"li, qisheng",Orang
ir. tonny hermawan,Orang
donny firmansyah tomasoa,Orang
"zhang, daqiang",Orang
habil lokadjaja,Orang
harry arief soepardi,Orang
pt triputra persada megatara,Orang
hsf (s) pte ltd,Orang
KOBX,Perusahaan
martio,Orang
andry budiman limawan,Orang
yohanes william soputro,Orang
almuqri sagitri putra,Orang
fahmi rizal,Orang
bonifasius suryowirawan,Orang
yudi budiman,Orang
jeffrey mulyono,Orang
pt kobexindo investama,Orang
none,Orang
KOIN,Perusahaan
ng novalia,Orang
thichet srisuriyon,Orang
nipan boonbandarn,Orang
chanin prompetch,Orang
boonya sirisakdi,Orang
y agung kuncoro hadi,Orang
pathama sirikul,Orang
jiraporn koosuwan,Orang
scg distribution company limited,Orang
y. agung kuncoro hadi,Orang
KONI,Perusahaan
lenny kartika,Orang
sugianto kolim,Orang
rudy lauw,Orang
buntaram gondomartono,Orang
lukman kolim,Orang
l. roswita,Orang
tjhin susanto,Orang
ria singgaih suharso,Orang
djunaedy nauli,Orang
pt. dasabina adityasarana,Orang
susanto kolim,Orang
sylvia lukman,Orang
evelyn,Orang
l. roswita ,Orang
KOPI,Perusahaan
said august putra,Orang
ivo wongkaren,Orang
husni heron,Orang
bambang hermiyanto priyadi,Orang
hirotaka kaneda,Orang
ir. bambang hermiyanto priyadi,Orang
"herlan,se,.msi,.mbus",Orang
"rona safira,se",Orang
pt mulya tara mandiri,Orang
"shizuoka gas co.,ltd.",Orang
"global perkasa investindo, pt",Orang
KOTA,Perusahaan
haryadi s.e,Orang
marwadi syahrizal masyhur,Orang
antonius bima triyastono,Orang
david desanan anan winowood,Orang
yarsof ak,Orang
aria eddy kertocahyono,Orang
gandhi wirawan,Orang
rury andriani pangestu,Orang
pt dms investama,Orang
pt papan daya utama,Orang
haryadi,Orang
marwadi s masyhur,Orang
tatang sukmana,Orang
radjasa barkah,Orang
yarsof ,Orang
aria eddy,Orang
KPAL,Perusahaan
fajar gunawan,Orang
rudy kurniawan logam,Orang
"a. ibrahim saleh, se., msc.",Orang
eddy kurniawan logam,Orang
airvin widyatama hardani,Orang
wuspo lukito,Orang
ade ikhwan,Orang
indra pratama,Orang
yusnita logam,Orang
KPAS,Perusahaan
johan kurniawan,Orang
marting djapar,Orang
fransiskus toni,Orang
stella,Orang
jeanny ariestina halim,Orang
hendry ligiono,Orang
vacant,Orang
drs. hendry ligiono,Orang
albert yan katili,Orang
marting djapar ,Orang
KPIG,Perusahaan
alex wardhana,Orang
andrian budi utama,Orang
edwin darmasetiawan,Orang
michael stefan dharmajaya,Orang
vincent henry richard hilliard,Orang
natalia cecilia tanudjaja,Orang
m. budi rustanto,Orang
liliana tanaja,Orang
susaningtyas nefo handayani kertopati,Orang
stien maria schouten,Orang
ratna yani,Orang
tissa purnama,Orang
uob kay hian hong kong ltd ,Orang
susaningtyas nefo h. kertopati,Orang
KRAH,Perusahaan
johanes budi kartika,Orang
andywardhana putra tanumihardja,Orang
setiawan mulya,Orang
hadi sutardja,Orang
rieza jusuf zimah,Orang
fardhi taqin,Orang
tony legi ,Orang
arden barus,Orang
lim fi lan,Orang
pt sutardja dinamika cipta,Orang
pt adrindo inti perkasa,Orang
pt swastika muliajaya ,Orang
antonius gunawan gho,Orang
KRAS,Perusahaan
pria utama,Orang
silmy karim,Orang
purwono widodo,Orang
tardi,Orang
rahmad hidayat,Orang
melati sarnita,Orang
djoko muljono,Orang
dadang kurnia,Orang
nanang pamuji mugasejati,Orang
ridwan djamaluddin,Orang
nana rohana,Orang
roy edison maningkas,Orang
hotman napitupulu,Orang
i gusti putu  suryawirawan,Orang
suhanto,Orang
trisasongko widianto,Orang
david pajung,Orang
djoko mulyono,Orang
rahmad hidayat ,Orang
KREN,Perusahaan
dewi kartini laya,Orang
michael steven,Orang
ingrid kusumodjojo,Orang
surya susilo,Orang
pt kresna prima invest,Orang
KUAS,Perusahaan
bapak hadi sunardi,Orang
josef kandiawan,Orang
albert kandiawan,Orang
irwin allen poernomo,Orang
dannie tjiandra,Orang
janto setiono,Orang
bambang hendrajatin,Orang
bambang suhermad,Orang
juliyanthi satyawan,Orang
grace capital investment ltd,Orang
pt anugrah prima investama,Orang
pt bona deka java,Orang
pt mdr rukun damai mandiri,Orang
pt nur sangkara kamarta,Orang
pt jatra jaya sena,Orang
pt dinamika nuansa abadi,Orang
pt purnama pradana usaha,Orang
LABA,Perusahaan
yohanes fernandes,Orang
mugi tri cahyono,Orang
sonny mdm siahaan,Orang
ir. witono tjitra,Orang
sri redjeki soetrisno,Orang
novita sutanto,Orang
susanto widjaja,Orang
pt adyatama global investama,Orang
pt alfa omega investindo,Orang
mugi tri cahyo,Orang
witono tjitra,Orang
LAND,Perusahaan
reza mahastra,Orang
asril azhari,Orang
pt tridaya bangun cipta,Orang
andy d alamsyah,Orang
LAPD,Perusahaan
alie budi susanto,Orang
risming andyanto,Orang
djoko purwanto,Orang
toto iriyanto,Orang
bobby alianto,Orang
ferry hadi saputra,Orang
mumajad,Orang
a. wisnu widodo,Orang
nany indrawaty sutanto,Orang
keraton investment ltd,Orang
laymand holdings pte ltd,Orang
pt intiputera bumitirta,Orang
leo andyanto,Orang
LCGP,Perusahaan
ir hervan tahier,Orang
"dr. ir. lukman purnomosidi, mba",Orang
ir. imran syamnir,Orang
"djoko rachmadhy se., mm",Orang
ir. hervian tahier,Orang
drs. aryanto sutadi msc,Orang
ir. lukman bustommy,Orang
dr. bisler simbolon sip. mm,Orang
ir. kuntransmiadi inugroho mm,Orang
ir saleh aziz,Orang
ir puguh susiantoro,Orang
ir pribudhi tasman,Orang
"generasi prima sakti, pt.",Orang
LCKM,Perusahaan
ruben partogi,Orang
lim kah hock,Orang
lim chin kim,Orang
kenny lim,Orang
sungkana,Orang
reinaldi vivienda,Orang
hendra permana,Orang
pt lck investama prima indonesia,Orang
pt maju mekar makmur,Orang
LEAD,Perusahaan
adrianus iskandar,Orang
james pang wei kuan,Orang
meyrick alda sumantri,Orang
pang yoke min,Orang
merna logam,Orang
estherina a. djaja,Orang
daniel hartono,Orang
lisa jauhari,Orang
alstonia offshore pte. ltd.,Orang
manoj pitamber nanwani,Orang
LFLO,Perusahaan
elieta quamila,Orang
erlangga ksatria,Orang
ika kusuma putri b,Orang
alwi rubidium sjaaf,Orang
purnamawati gumulya,Orang
john lukas prawiromaruto,Orang
jenny rohani,Orang
m. tohir,Orang
ang phek tuan,Orang
ika kusuma putri boenawan,Orang
LIFE,Perusahaan
shinichiro suzuki,Orang
wianto,Orang
herman sulistyo,Orang
gideon,Orang
satoshi shiratani,Orang
tomoyuki monden,Orang
andrew bain,Orang
toshinari tokoi,Orang
sidharta akmam,Orang
ardhayadi mitroatmodjo,Orang
hideaki nomura ,Orang
nazly parlindungan siregar,Orang
okamoto yoshiro,Orang
adam hartono asihin,Orang
pt sinar mas multiartha tbk.,Orang
mitsui sumitomo insurance co. ltd.,Orang
gideon ,Orang
hideaki nomura,Orang
LINK,Perusahaan
johannes,Orang
marlo budiman,Orang
henry jani liando,Orang
won bae lee,Orang
andy nugroho purwohardono,Orang
victor indajang,Orang
jonathan limbong parapak,Orang
alexander s rusli,Orang
edward daniel horowitz,Orang
sigit prasetya,Orang
suvir varma,Orang
barry alfa rattu,Orang
pt first media tbk.,Orang
asia link dewa pte. ltd. ,Orang
ubs ag ldn branch - ubs ag london,Orang
LION,Perusahaan
sukmawati syarif,Orang
cheng yong kim,Orang
lim tai pong,Orang
ir. h. krisant sophiaan msc,Orang
tjoe tjoe peng (lawer supendi,Orang
cheng zhi wei bsc mba,Orang
cheng yong kwang,Orang
lee whay keong,Orang
kalistus dd making se ak cpai,Orang
kalistus dd making se. ak. cpai,Orang
shelly se,Orang
kenny jesusanto,Orang
lion holdings (pte) ltd,Orang
lion holdings sdn bhd,Orang
tjoe tjoe peng/lawer s,Orang
LMAS,Perusahaan
baso amir,Orang
edwin lim,Orang
dewi tio,Orang
he ratna permanasari,Orang
alexander andrew kelton,Orang
cornelius pranata,Orang
LMPI,Perusahaan
henri subiyanto,Orang
hidayat alim,Orang
kosasih koenawan,Orang
irawan alim,Orang
pangestu alim,Orang
hendro budianto,Orang
sri handayani,Orang
jessica budiharto,Orang
pt langgeng bahagia,Orang
djkn s/a 8006450047,Orang
kosasih,Orang
LMSH,Perusahaan
ivonne tandy,Orang
tjoe tjoe peng (lawer supendi),Orang
tjhai tjhin kiat,Orang
ir. pujianto setiadi mba,Orang
jusup sutrisno,Orang
yulianto,Orang
"jeanne aratwenan a.r., se., ak., cpa",Orang
"jeanne aratwenan a.r., se. ak. cpa",Orang
irrianna halim saputra se,Orang
sinar a. sihombing,Orang
lion holdings pte ltd ,Orang
tjoe tjoe peng / lawer  s,Orang
trinidad investment pte ltd,Orang
tjoe tjoe peng / lawer s,Orang
LPCK,Perusahaan
yurianatama marpaung,Orang
ketut budi wijaya,Orang
rudy halim,Orang
maria clarissa joesoep,Orang
ju kian salim,Orang
sugiono djauhari,Orang
anand kumar,Orang
yani bardan,Orang
chambers peter jhon,Orang
"kemuning satiatama, pt",Orang
maria clarissa fernandez joesoep,Orang
LPGI,Perusahaan
satini kartika sari,Orang
agus benjamin,Orang
gilbert d. naibaho,Orang
totok sugiharto *),Orang
ali chendra,Orang
frans lamury,Orang
jamilah mawira sungkar,Orang
karnadi nawawi,Orang
liu raymond,Orang
pt star pacific tbk,Orang
pt inti anugerah pratama,Orang
gilbert deddy naibaho,Orang
totok sugiharto,Orang
LPKR,Perusahaan
murni nurdini,Orang
ketut budi wijaya ,Orang
john riady ,Orang
surya tatang ,Orang
marshal martinus tissadharma,Orang
rudy halim ,Orang
dion leswara,Orang
m. arif widjaksono,Orang
phua meng kuan (daniel phua),Orang
gita irmasari,Orang
john a. prasetio ,Orang
anangga w. roosdiono,Orang
kin chan,Orang
george raymond zage iii ,Orang
dr. kartini sjahrir,Orang
peter john chambers,Orang
willem l. timmermans,Orang
pt inti anugerah pratama ,Orang
sierra inc. ,Orang
pt primantara utama sejahtera ,Orang
surya tatang,Orang
dominique dion leswara,Orang
LPLI,Perusahaan
heni widjaja,Orang
lukman djaja,Orang
rizal paramarta,Orang
agus arismunandar,Orang
ganesh chander grover,Orang
fendi santoso,Orang
raymond liu,Orang
roberto feliciano,Orang
pt lenox pasifik investama tbk,Orang
LPPF,Perusahaan
miranti hadisusilo,Orang
bunjamin jonatan mailool,Orang
terence donald o’connor,Orang
niraj jain,Orang
irwin abuthan,Orang
herni dian anggreani,Orang
monish manohar mansukhani,Orang
roy nicholas mandey,Orang
andy adhiwana,Orang
adrian suherman,Orang
bianca cheo hui hsin,Orang
david fernando audy,Orang
peter chambers,Orang
hasan m. soedjono,Orang
pt multipolar tbk,Orang
auric digital retail pte ltd,Orang
LPPS,Perusahaan
aditya budi kurniawan,Orang
chrysologus rn sinulingga,Orang
"drs. herbudianto, ak",Orang
LRNA,Perusahaan
"herlisa dessy h silalahi, se",Orang
soerbakti gusti terkelin,Orang
dwi rianta soerbakti,Orang
eka sari lorena soerbakti,Orang
ir solon aprin tarigan,Orang
k kariany sembiring,Orang
samsudin,Orang
trihayu mitra k soerbakti,Orang
santo budiono,Orang
sariyo,Orang
alex t.r sembiring,Orang
andriansyah y.p.,Orang
pt lorena,Orang
gusti terkelin soerbakti,Orang
LSIP,Perusahaan
endah resmiati madnawidjaja,Orang
benny (benny tjoeng),Orang
tan agustinus dermawan,Orang
johnny ponto,Orang
joefly joesoef bahroeny,Orang
agus rajani panjaitan,Orang
goh kian chee,Orang
antonius suwanto,Orang
pt salim ivomas pratama tbk,Orang
eddy hariyanto,Orang
LTLS,Perusahaan
joshua chandraputra asali,Orang
indrawan masrin,Orang
jimmy masrin,Orang
soewandhi soekamto,Orang
danny suryadi adenan,Orang
elly mariana tansil m,Orang
isien fudianto,Orang
diah maulida,Orang
rifana erni,Orang
widiyanto poesoko,Orang
budi kurniawan ratulangi,Orang
elisabeth usman,Orang
pt caturkarsa  megatunggal,Orang
LUCK,Perusahaan
teddy pohan,Orang
budi wijaya,Orang
bidiawati,Orang
phillip warren,Orang
ir hendropranoto suselo,Orang
edwin pamimpin situmorang sh mh,Orang
fahmi,Orang
abyasa r kusuma,Orang
caroline himawati hidajat,Orang
josephine handayani hidajat,Orang
christine herawati,Orang
serial system pte ltd,Orang
belvin tanadi,Orang
LUCY,Perusahaan
ratna sari ismianti,Orang
surya andarurachman putra,Orang
randy suherman,Orang
felly imransyah,Orang
calvin lutvi,Orang
sri wulandar,Orang
sri wulandari,Orang
pt calvin rekapital asia,Orang
MABA,Perusahaan
dwi yudha permata adhi,Orang
adrian bramantyo,Orang
suci wijayati,Orang
lola arieza,Orang
andhika anggadewi,Orang
andre jerrico legoh,Orang
taufan edy raharjo,Orang
indra setiawan,Orang
joko margono,Orang
indradjati,Orang
sumadiono,Orang
amier hartono,Orang
pt saligading bersama,Orang
laksmi dyah anggraini,Orang
laodenti k jacobs,Orang
MAGP,Perusahaan
jarot handoko,Orang
suherman,Orang
shiddiq yanuar robbani,Orang
frans lebu raya,Orang
yose rizal,Orang
"irjenpol purnawirawan burhanuddin andi, s.h., m.h.",Orang
"irjenpol agung sabar santoso, s.h., m.h.",Orang
"laili qadrina, s.psi",Orang
afrizal ,Orang
mia vinita,Orang
petrus tjandra,Orang
yuliar murad nasution,Orang
alfajri,Orang
ravi mas'ud,Orang
pt santika griya persada,Orang
pt bengkayang nabati indonesia,Orang
ari wintarto,Orang
halim perdana kusuma,Orang
MAIN,Perusahaan
andre andreas hendjan,Orang
tan sri lau tuang nguang,Orang
lau joo kiang,Orang
rewin hanrahan,Orang
lau joo keat,Orang
lau joo hwa,Orang
rudy hartono husin,Orang
dato abdul azim bin mohamad zabidi,Orang
lau chia nguang,Orang
tan lai kai,Orang
yongkie handaya,Orang
brian michael o connor,Orang
koh bock swi (raymond koh),Orang
yongkie handaya ,Orang
koh kim chui,Orang
keshmira irani,Orang
dragon amity pte ltd,Orang
leong hup singapore ( uob kayhian pte ltd),Orang
rudy hartono,Orang
MAMI,Perusahaan
"ir. djie peterjanto suharjono, mm.",Orang
djaja santoso,Orang
yohan kangsadjaja,Orang
djie peterjanto suharjono,Orang
surya atmadinata,Orang
soedarsono notoprajitno,Orang
"m. awi ekolaksono, se.,sh.",Orang
"aswin arisgraha, se.,ak.,ca.,mak.",Orang
pt sentratama kencana,Orang
brentfield investments limited,Orang
pt jasa puri medikatama,Orang
zhang qian,Orang
MAPA,Perusahaan
yully purwanti,Orang
michael david capper,Orang
handaka santosa,Orang
miquel rodrigo staal,Orang
susiana latif,Orang
nicholas jones,Orang
virendra prakash sharma,Orang
andy nugroho purworhardono,Orang
riono trisongko,Orang
imam sugiarto,Orang
pt mitra adiperkasa tbk.,Orang
montage company limited,Orang
MAPB,Perusahaan
adolf martua panggabean,Orang
anthony cottan,Orang
sjeniwati gusman,Orang
varun takludar,Orang
ratih darmawan gianda,Orang
sean gustav standish hughes ,Orang
sandeep achyut naik,Orang
ashish saboo,Orang
johanes ridwan ,Orang
wahyu septiana,Orang
ga robusta f&b company pte. ltd,Orang
pt premier capital investment,Orang
MAPI,Perusahaan
eva andrianie,Orang
h.b.l. mantiri,Orang
v.p. sharma,Orang
michael d. capper,Orang
g.b.p.h. h. prabukusumo,Orang
hendry hasiholan batubara,Orang
wahyu septiana ,Orang
pt satya mulia gema gemilang,Orang
MARI,Perusahaan
maria natalina sindhikara,Orang
natalina sindhikara,Orang
denny j. sompie,Orang
pt mahaka media,Orang
"pt. aj general indonesia ,pt generali equity ultima-912494037",Orang
pt pratama prima utama,Orang
r harry zulnardy,Orang
adrian syarkawie,Orang
rudi s. laksmana,Orang
MARK,Perusahaan
yuriani trisjoyo,Orang
ridwan,Orang
sutiyoso bin risman,Orang
cahaya dewi boru surbakti,Orang
chin kien ping,Orang
septony b. siahaan,Orang
tecable (hk) co limited,Orang
cahaya dewi surbakti,Orang
MASA,Perusahaan
ade nofita,Orang
steven gommert vette,Orang
kevin david grant ,Orang
boey pang ho,Orang
chan hock sen ,Orang
pieter tanuri ,Orang
eric paskoff,Orang
bonie guido,Orang
andy kelana,Orang
budi yoseph siregar,Orang
suksamran santhan,Orang
preedee chantanakajohnfung,Orang
socgen sa compagnie generale des etablissements michelin,Orang
chan hock sen,Orang
eric paskoff ,Orang
kevin david grant,Orang
MASB,Perusahaan
iwan yuda pramudhi,Orang
ho danny hartono,Orang
budi afandi winoto,Orang
nurjani djunaedi,Orang
fely retnowati,Orang
juwita ekawati winoto sohut chairil,Orang
tommy mukdani,Orang
i nyoman sidia,Orang
"ir. l. arwoko, mm",Orang
pt danabina sentana,Orang
pt multi anekadana sakti,Orang
pt halim sakti,Orang
MAYA,Perusahaan
jennifer ann,Orang
hariyono tjahjarijadi,Orang
andreas wiryanto,Orang
rudy mulyono,Orang
harry sasongko tirtodjondro,Orang
thomas arifin,Orang
yusak pranoto,Orang
"dato' sri, prof. dr. tahir, mba",Orang
hendra,Orang
kumhal djamil,Orang
insmerda lebang,Orang
benny kastawa yudiatmaja,Orang
usman gumanti saleh,Orang
unity rise limited,Orang
galasco investments limited,Orang
jpmcb na re-cathay life lnsurance co ltd,Orang
"mayapada karunia corporation, pt",Orang
liang xian limited,Orang
"dato ' sri. prof. dr. tahir, mba",Orang
MBAP,Perusahaan
chandra lautan,Orang
khoirudin,Orang
hidefumi kodama,Orang
ir. syadaruddin,Orang
eric rahardja,Orang
ari prabowo ariotedjo,Orang
kenji tomisawa,Orang
abdullah fawzy siddik,Orang
dini rosdini,Orang
dadan gunawan,Orang
"idemitsu kosan co., ltd",Orang
ir syadaruddin,Orang
MBSS,Perusahaan
emy oktavia,Orang
armand setiawan tanudjaja,Orang
ferdinand chavez mapaye,Orang
maria anggar kusumawati,Orang
susan faustine,Orang
wisma bharuna,Orang
kristine sheilla avinta putri,Orang
i made andre wijaya,Orang
"aldias witrasiwi, se., ak.",Orang
pt galley adhika arnawama,Orang
MBTO,Perusahaan
muhammad shabri hasan,Orang
bryan david emil,Orang
kilala tilaar,Orang
jos irwin hartanto,Orang
martha tilaar,Orang
ratna handana,Orang
tjan hong tjhiang,Orang
"philipus neri, ba",Orang
pt marthana megahayu inti,Orang
pt marthana megahayu,Orang
pt bringin wulanki ayu,Orang
MCAS,Perusahaan
rachel stephanie marsaulina siagian,Orang
rachel stephanie marsaulina,Orang
mohammad anis yunianto,Orang
isaac sjahrir djauhari jenie,Orang
himawan leenardo,Orang
karlina,Orang
sari damayanti,Orang
pt hero intiputra,Orang
pt kresna graha investama tbk,Orang
pt karya karunia persada,Orang
MCOL,Perusahaan
jie jeanny pratiwi,Orang
handy glivirgo,Orang
erita kasih tjia,Orang
liu chen zhi,Orang
patta sofyan,Orang
eddy sugianto,Orang
diah asriningpuri sugianto,Orang
sendang pangganjar,Orang
pt edika agung mandiri,Orang
pt prima andalan utama,Orang
MCOR,Perusahaan
andreas herman basuki,Orang
you wennan,Orang
zhu yong,Orang
setiawati smahita,Orang
junianto,Orang
chandra nt siagian,Orang
agresius r. kadiaman,Orang
sun jianzheng,Orang
qi jiangong,Orang
mohamad hasan,Orang
yudo sutanto nyoo,Orang
china construction bank corporation,Orang
uob kay hian pye ltd,Orang
drs. johnny,Orang
setiawati samahita,Orang
chandra n t siagian,Orang
MDIA,Perusahaan
david ticyno pardede,Orang
arief yahya,Orang
rm. harlin erlianto rahardjo,Orang
ahmad zulfikar,Orang
arhya winastu satyagraha ,Orang
raden mas djoko setiotomo,Orang
c.f. carmelita hardikusumo,Orang
otis hahijary,Orang
eris maulana,Orang
sopian hadi,Orang
pt visi media asia tbk.,Orang
ahmad zulfikar said,Orang
MDKI,Perusahaan
happy hapsoro,Orang
vincent secapramana,Orang
chakravarthi kilambi,Orang
agam nugraha subagdja,Orang
irawan hernadi sadikin,Orang
fenza sofyan,Orang
sjaiful arifin,Orang
wahyudin,Orang
r. hartono,Orang
pt emde industri investama,Orang
soekrisman,Orang
pt ciputra corpora,Orang
pt budimulia investama,Orang
pt dwitunggal permata,Orang
pt megah cipta investama,Orang
benyamin irwansyah sadikin,Orang
boy bernadi sadikin,Orang
eddy trisnadi sadikin,Orang
hiskak secakusuma,Orang
MDLN,Perusahaan
yahya danu kusumo pate,Orang
william honoris,Orang
david iman santosa,Orang
dharma mitra,Orang
herman,Orang
luntungan honoris,Orang
iwan suryawijaya,Orang
edwyn lim,Orang
nita natawijaya,Orang
dwi priyatno,Orang
surat triyana,Orang
johan russ,Orang
pt honoris corporindo pratama,Orang
cred su ag sg trust a/c cl aa land pte.ltd.-2023904170,Orang
cgs-cimb securities (singapore) pte ltd a/c client - woodside global ventures inc,Orang
MDRN,Perusahaan
martino,Orang
sungkono honoris,Orang
laurentius linggodigdo,Orang
muhammad aria wahyudi,Orang
anthony chandra,Orang
izudin,Orang
tirtonadi,Orang
bukit hedama permai,Orang
cimbgnt sa cimbpe,Orang
cs ag sg asialink electronics,Orang
MEDC,Perusahaan
siendy k. wisandana,Orang
hilmi panigoro,Orang
roberto lorato,Orang
ronald gunawan,Orang
anthony r. mathias,Orang
amri siahaan,Orang
yani yuhani panigoro,Orang
yaser raimi a. panigoro,Orang
marsillam simandjuntak,Orang
hendry,Orang
ferry sanjaya,Orang
pt medco daya abadi lestari,Orang
diamond bridge pte. ltd,Orang
yani y. panigoro,Orang
yaser raimi a.panigoro,Orang
MEGA,Perusahaan
christiana m. damanik,Orang
kostaman thayib,Orang
madi darmadi lazuardi,Orang
martin mulwanto,Orang
indivara erni,Orang
lay diza larentie,Orang
c. guntur triyudianto,Orang
yuni lastianto,Orang
chairul tanjung,Orang
yungky setiawan,Orang
achjadi ranuwisastra,Orang
lambock v nahattands,Orang
aviliani,Orang
iramady irdja,Orang
adrial salam,Orang
pt. mega corpora,Orang
pt. indolife pensiontama,Orang
MERK,Perusahaan
melisa sandrianti,Orang
evie yulin,Orang
bambang nurcahyo,Orang
arryo aritrixso wachjuwidajat,Orang
parulian simanjuntak,Orang
tang mei lin,Orang
rico notosagoro,Orang
swandayani halim,Orang
emedia export company mbh,Orang
merck holding gmbh,Orang
META,Perusahaan
dahlia evawani,Orang
muhammad ramdani basri ,Orang
omar danni hasan ,Orang
ridwan abdul chalif irawan ,Orang
denn charly gonzales espanola ,Orang
amadeo navalta bejec ,Orang
christopher daniel cabrera lizo ,Orang
francis emmanuel dalupan rojas ,Orang
jose ma. kamantigue lim ,Orang
rodrigo emmanuel franco ,Orang
letjend tni (purn) johny j. lumintang ,Orang
letjend. tni (purn) johny l. lumintang,Orang
tavip santoso,Orang
tufrida murniati hasyim,Orang
"indonesia infrastructure finance, pt",Orang
"metro pacific tollways indonesia, pt",Orang
rodrigo emanuel franco,Orang
letjend tni (purn) johny j. lumintang  ,Orang
muhammad ramdani basri,Orang
omar danni hasan,Orang
ridwan abdul chalif irawan,Orang
denn charly gonzalez espanola,Orang
amadeo navalta bejec,Orang
christopher daniel caprera lizo,Orang
 francis emanuel dalupan rojas,Orang
jose ma. kamatigue lim,Orang
MFIN,Perusahaan
mahrus,Orang
harryjanto lasmana,Orang
felix ciptadi nugroho,Orang
christel lasmana,Orang
alex hendrawan,Orang
drs. deddy heruwanto,Orang
deddy heruwanto,Orang
b. maruli hp. sitorus pane,Orang
elly bujung,Orang
pt jayamandiri gemasejati,Orang
MFMI,Perusahaan
senjaya bidjaksana,Orang
daniel james alperin,Orang
bathmanathan ponushamy,Orang
sandeep jayant potdar,Orang
sylvia lestariwati f k,Orang
gregory mark lever,Orang
richard gordon johnstone,Orang
patricia marina sugondo,Orang
iron mountain hong kong limited,Orang
MGLV,Perusahaan
mey linda palit,Orang
dennis rahardja,Orang
andry mulyono,Orang
stephen sardjono,Orang
kevin rahardja,Orang
sri rahayu,Orang
lely iskandar,Orang
jenny rohani p,Orang
pt trijaya wisesa makmur,Orang
MGNA,Perusahaan
indah hapsari,Orang
andhi budhi witjaksono,Orang
marcia maria tri martini,Orang
julia widjaja,Orang
untung prabowo,Orang
pt. gmt investama mandiri,Orang
sutan agri resources pte ltd,Orang
nobhill capital corp,Orang
andi budhi witjaksono,Orang
MGRO,Perusahaan
elvi,Orang
usli,Orang
fuad halimoen,Orang
usman sarsi,Orang
nagian toni,Orang
mily,Orang
lily,Orang
harry kurniawan,Orang
agustinus nicko ariwibowo,Orang
parameshwara,Orang
pt mahkota global investama,Orang
mgi international holdings ltd,Orang
ny. mily,Orang
bp. nagian toni,Orang
ny. lily,Orang
bp. usli,Orang
bp. fuad halimoen,Orang
bp. usman sarsi,Orang
MICE,Perusahaan
ali arifin sutedjo,Orang
anthony honoris,Orang
budiman gitaloka,Orang
hendro wibowo,Orang
h.i. syafei,Orang
"alka tranggana, sh",Orang
"drs. budi setyawan, mm",Orang
mathius polusto s,Orang
johan giyanto,Orang
pt buana graha utama,Orang
MIDI,Perusahaan
suantopo po,Orang
rullyanto,Orang
maria theresia velina yulianti,Orang
fernia rosalie kristanto,Orang
davina kesumawati,Orang
"sumber alfaria trijaya, tbk pt",Orang
MIKA,Perusahaan
"joyce v. handajani, mba",Orang
rustiyan oen,Orang
joyce vidyayanti handajani,Orang
esther maria ramono,Orang
jozef darmawan angkasa,Orang
johannes setijono,Orang
